,BuildingType,ComplianceStatus,ENERGYSTARScore,Electricity(kBtu),LargestPropertyUseType,NaturalGas(kBtu),Neighborhood,NumberofBuildings,NumberofFloors,PrimaryPropertyType,PropertyGFABuilding(s),PropertyGFAParking,SiteEUI(kBtu/sf),SiteEnergyUse(kBtu),SourceEUI(kBtu/sf),SteamUse(kBtu),YearBuilt,TotalEmissionGES
2648,Multifamily MR (5-9),Compliant,92.0,3358983.0,Multifamily Housing,0.0,NORTHEAST,1.0,7.0,Mid-Rise Multifamily,130600,0,25.70000076,3358983.5,80.80000305,0.0,2007,23.42
2649,Multifamily LR (1-4),Compliant,92.0,286748.0,Multifamily Housing,246921.0,NORTHEAST,1.0,3.0,Low-Rise Multifamily,22018,0,24.20000076,533669.125,52.70000076,0.0,1926,15.11
2650,Multifamily LR (1-4),Compliant,21.0,948676.0,Multifamily Housing,0.0,Northwest,1.0,4.0,Low-Rise Multifamily,25721,0,38.79999924,948676.5,121.8000031,0.0,1983,6.61
2651,Multifamily LR (1-4),Compliant,87.0,791053.0,Multifamily Housing,0.0,NORTHWEST,1.0,3.0,Low-Rise Multifamily,27432,0,28.20000076,791052.875,88.59999847,0.0,1985,5.51
2652,Multifamily MR (5-9),Compliant,44.0,2409635.0,Senior Care Community,5727030.0,NORTHWEST,1.0,7.0,Senior Care Community,95599,0,88.5,8136665.5,147.8000031,0.0,1955,320.96
2653,Multifamily LR (1-4),Compliant,70.0,225280.0,Multifamily Housing,1744466.0,NORTHWEST,1.0,3.0,Low-Rise Multifamily,27176,5634,72.5,1969746.25,93.40000153,0.0,1930,94.22
2654,NonResidential,Compliant,38.0,3680806.0,Non-Refrigerated Warehouse,422994.0,LAKE UNION,1.0,2.0,Warehouse,78716,0,52.09999847,4103800.75,152.5,0.0,1979,48.13
2655,NonResidential,Compliant,92.0,335907.0,K-12 School,1258827.0,LAKE UNION,1.0,2.0,K-12 School,33300,0,51.90000153,1594733.625,77.30000305,0.0,1910,69.2
2656,NonResidential,Compliant,29.0,5713530.0,Supermarket/Grocery Store,3519045.0,LAKE UNION,1.0,1.0,Supermarket / Grocery Store,28808,0,296.2000122,9232576.0,694.0,0.0,1957,226.73
2657,Multifamily LR (1-4),Compliant,65.0,647906.0,Multifamily Housing,0.0,LAKE UNION,1.0,4.0,Low-Rise Multifamily,23101,0,28.0,647906.1875,88.09999847,0.0,1978,4.52
2658,Multifamily LR (1-4),Compliant,30.0,2404045.0,Multifamily Housing,0.0,MAGNOLIA / QUEEN ANNE,1.0,4.0,Low-Rise Multifamily,81821,0,35.29999924,2404045.25,110.8000031,0.0,1974,16.76
2659,Multifamily LR (1-4),Compliant,83.0,3781534.0,Multifamily Housing,1306815.0,MAGNOLIA / QUEEN ANNE,1.0,3.0,Low-Rise Multifamily,135608,0,30.39999962,5088349.5,79.09999847,0.0,1908,95.77
2660,Multifamily LR (1-4),Compliant,26.0,1117423.0,Multifamily Housing,960190.0,MAGNOLIA / QUEEN ANNE,1.0,4.0,Low-Rise Multifamily,41126,0,50.5,2077613.25,109.8000031,0.0,1990,58.79
2661,Multifamily LR (1-4),Compliant,92.0,571521.0,Multifamily Housing,0.0,MAGNOLIA / QUEEN ANNE,1.0,4.0,Low-Rise Multifamily,29088,0,23.5,571520.8125,73.90000153,0.0,1977,3.98
2662,Multifamily LR (1-4),Compliant,95.0,669719.0,Multifamily Housing,0.0,NORTHEAST,1.0,4.0,Low-Rise Multifamily,28160,1874,23.79999924,669719.0,74.69999695,0.0,1965,4.67
2663,Multifamily MR (5-9),Compliant,,592739.0,Multifamily Housing,0.0,NORTHEAST,1.0,6.0,Mid-Rise Multifamily,22405,8076,26.5,592739.3125,83.09999847,0.0,1975,4.13
2664,Multifamily MR (5-9),Compliant,,577329.0,Multifamily Housing,0.0,NORTHEAST,1.0,5.0,Mid-Rise Multifamily,20280,0,28.5,577328.6875,89.40000153,0.0,1981,4.02
2665,Multifamily LR (1-4),Compliant,88.0,635778.0,Multifamily Housing,433681.0,NORTHEAST,1.0,4.0,Low-Rise Multifamily,33181,10463,32.09999847,1069459.125,73.59999847,0.0,1997,27.47
2666,Multifamily MR (5-9),Compliant,98.0,740791.0,Multifamily Housing,0.0,NORTHEAST,1.0,5.0,Mid-Rise Multifamily,37002,0,20.0,740790.5,62.90000153,0.0,1998,5.16
2667,NonResidential,Compliant,58.0,1100500.0,Office,0.0,NORTHEAST,1.0,1.0,Small- and Mid-Sized Office,20962,7004,52.5,1100499.75,164.8000031,0.0,1957,7.67
2668,NonResidential,Compliant,37.0,5349470.0,Supermarket/Grocery Store,2238590.0,NORTHEAST,1.0,1.0,Supermarket / Grocery Store,26226,0,293.7999878,7588060.5,741.4000244,0.0,1950,156.18
2669,Multifamily LR (1-4),Compliant,,387795.0,Multifamily Housing,1087681.0,NORTHEAST,1.0,4.0,Low-Rise Multifamily,20600,0,71.59999847,1475475.5,114.59999850000001,0.0,1919,60.47
2670,NonResidential,Non-Compliant,,,,,NORTHEAST,,2.0,Mixed Use Property,20760,0,,,,,1928,
2671,NonResidential,Compliant,17.0,1159807.0,Bank Branch,0.0,NORTHEAST,1.0,2.0,Mixed Use Property,19193,15755,60.5,1159807.125,189.8000031,0.0,1976,8.09
2672,Multifamily LR (1-4),Compliant,66.0,1027676.0,Multifamily Housing,0.0,NORTHEAST,1.0,3.0,Low-Rise Multifamily,34090,0,30.10000038,1027675.875,94.69999695,0.0,1925,7.16
2673,Multifamily HR (10+),Compliant,24.0,6629292.0,Senior Care Community,15425848.0,NORTHWEST,1.0,10.0,Senior Care Community,198752,0,111.0,22055140.0,186.1999969,0.0,1965,865.48
2674,Multifamily LR (1-4),Compliant,86.0,853900.0,Multifamily Housing,158417.0,NORTHWEST,1.0,3.0,Low-Rise Multifamily,38035,0,26.60000038,1012316.875,74.90000153,0.0,1958,14.37
2675,Multifamily LR (1-4),Compliant,85.0,5322021.0,Multifamily Housing,3664990.0,NORTHWEST,1.0,4.0,Low-Rise Multifamily,63176,128050,28.10000038,8987012.0,64.40000153,0.0,2008,231.75
2676,Multifamily LR (1-4),Compliant,97.0,1069490.0,Multifamily Housing,0.0,NORTHWEST,1.0,4.0,Low-Rise Multifamily,55624,0,26.10000038,1069490.125,81.90000153,0.0,1986,7.46
2677,Multifamily HR (10+),Compliant,22.0,3981441.0,Multifamily Housing,992507.0,NORTHWEST,1.0,11.0,High-Rise Multifamily,94410,0,52.70000076,4973948.5,143.5,0.0,1969,80.47
2678,Multifamily MR (5-9),Compliant,96.0,750534.0,Multifamily Housing,635163.0,DOWNTOWN,1.0,5.0,Mid-Rise Multifamily,40420,0,34.29999924,1385697.0,74.80000305,0.0,1910,38.97
2679,Multifamily MR (5-9),Compliant,,1060063.0,Multifamily Housing,487053.0,CENTRAL,1.0,5.0,Mid-Rise Multifamily,26583,0,71.09999847,1547116.0,176.3999939,0.0,2004,33.26
2680,NonResidential,Compliant,,6197824.0,Office,0.0,LAKE UNION,1.0,3.0,Small- and Mid-Sized Office,27640,9999,221.39999390000003,6197824.5,695.2999877999999,0.0,1998,43.21
2681,Multifamily LR (1-4),Compliant,98.0,471485.0,Multifamily Housing,0.0,DOWNTOWN,1.0,4.0,Low-Rise Multifamily,21840,0,17.70000076,471484.8125,55.70000076,0.0,1900,3.29
2682,NonResidential,Error - Correct Default Data,64.0,881386.0,Office,0.0,DOWNTOWN,1.0,4.0,Small- and Mid-Sized Office,22840,0,38.59999847,881386.1875,121.1999969,0.0,1900,6.14
2683,NonResidential,Compliant,,722467.0,Museum,88170.0,DOWNTOWN,1.0,1.0,Other,21420,0,41.70000076,810636.875,121.59999850000001,0.0,1900,9.72
2684,NonResidential,Compliant,94.0,683274.0,Office,0.0,DOWNTOWN,1.0,1.0,Small- and Mid-Sized Office,20880,0,32.70000076,683274.0,102.8000031,0.0,1900,4.76
2685,Multifamily MR (5-9),Compliant,93.0,548293.0,Multifamily Housing,0.0,DOWNTOWN,1.0,5.0,Mid-Rise Multifamily,36485,2280,20.5,548292.6875,64.30000305,0.0,1900,3.82
2686,NonResidential,Compliant,,820061.0,Office,242975.0,DOWNTOWN,1.0,3.0,Mixed Use Property,26000,0,40.90000153,1063035.875,108.90000149999999,0.0,1966,18.62
2687,NonResidential,Compliant,,1280095.0,Office,658682.0,DOWNTOWN,1.0,3.0,Small- and Mid-Sized Office,38675,0,118.40000149999999,1938776.75,287.60000610000003,0.0,1900,43.91
2688,Nonresidential COS,Compliant,,2092919.0,Office,2659447.0,DOWNTOWN,1.0,4.0,Small- and Mid-Sized Office,49951,0,91.59999847,5134446.0,175.1999969,382080.0,1929,185.33
2689,Multifamily LR (1-4),Compliant,72.0,708439.0,Multifamily Housing,40116.0,MAGNOLIA / QUEEN ANNE,1.0,3.0,Low-Rise Multifamily,23052,0,22.70000076,748555.5,68.80000305,0.0,1930,7.07
2690,Multifamily LR (1-4),Compliant,25.0,1283722.0,Multifamily Housing,1879815.0,DOWNTOWN,1.0,4.0,Low-Rise Multifamily,41461,0,93.90000153,3163537.0,178.1999969,0.0,2005,108.79
2691,NonResidential,Compliant,8.0,1805820.0,Medical Office,135908.0,SOUTHEAST,1.0,2.0,Medical Office,25880,0,75.0,1941728.75,224.60000609999997,0.0,2010,19.81
2692,Multifamily MR (5-9),Compliant,83.0,1730598.0,Multifamily Housing,641528.0,SOUTHEAST,1.0,6.0,Mid-Rise Multifamily,65418,0,36.29999924,2372126.25,93.40000153,0.0,1971,46.14
2693,Multifamily LR (1-4),Compliant,60.0,1876684.0,Multifamily Housing,0.0,CENTRAL,1.0,4.0,Low-Rise Multifamily,65161,0,28.79999924,1876684.625,90.40000153,0.0,2007,13.08
2694,Multifamily LR (1-4),Error - Correct Default Data,57.0,733278.0,Multifamily Housing,0.0,NORTHEAST,1.0,4.0,Low-Rise Multifamily,22971,5782,31.89999962,733278.5,100.1999969,0.0,1981,5.11
2695,NonResidential,Compliant,,432910.0,Worship Facility,647911.0,NORTHEAST,1.0,3.0,Worship Facility,41013,0,31.39999962,1080821.0,59.29999924,0.0,1927,37.43
2696,Multifamily LR (1-4),Compliant,,386780.0,Other - Lodging/Residential,827930.0,NORTHEAST,1.0,3.0,Other,22232,0,54.59999847,1214710.25,93.69999695,0.0,1928,46.67
2697,NonResidential,Compliant,,652060.0,Social/Meeting Hall,928977.0,NORTHEAST,1.0,2.0,Other,21075,0,75.0,1581036.75,143.3999939,0.0,2004,53.88
2698,Multifamily LR (1-4),Compliant,94.0,569266.0,Multifamily Housing,0.0,NORTHEAST,1.0,3.0,Low-Rise Multifamily,30358,0,22.70000076,569265.625,71.30000305,0.0,1977,3.97
2699,NonResidential,Compliant,83.0,759192.0,Worship Facility,785803.0,NORTHEAST,1.0,3.0,Worship Facility,46485,0,24.20000076,1544995.75,50.20000076,0.0,1950,47.03
2700,Multifamily LR (1-4),Compliant,81.0,615955.0,Multifamily Housing,0.0,NORTHEAST,1.0,3.0,Low-Rise Multifamily,25943,0,23.70000076,615955.625,74.59999847,0.0,1958,4.29
2701,Multifamily LR (1-4),Compliant,95.0,562286.0,Multifamily Housing,0.0,NORTHEAST,2.0,4.0,Low-Rise Multifamily,36992,0,24.20000076,562286.0,76.09999847,0.0,1989,3.92
2702,Multifamily LR (1-4),Compliant,94.0,555987.0,Multifamily Housing,12046.0,NORTHWEST,1.0,4.0,Low-Rise Multifamily,27770,0,20.5,568033.375,63.29999924,0.0,1988,4.52
2703,Multifamily LR (1-4),Compliant,96.0,813692.0,Multifamily Housing,446521.0,NORTHWEST,1.0,4.0,Low-Rise Multifamily,52263,0,24.10000038,1260212.75,57.90000153,0.0,1991,29.39
2704,NonResidential,Compliant,96.0,997123.0,Office,404925.0,NORTHWEST,1.0,4.0,Small- and Mid-Sized Office,56896,0,34.40000153,1402048.5,87.19999695,0.0,1965,28.46
2705,Multifamily LR (1-4),Compliant,39.0,960791.0,Multifamily Housing,0.0,NORTHWEST,1.0,4.0,Low-Rise Multifamily,31023,0,31.0,960790.8125,97.19999695,0.0,1986,6.7
2706,NonResidential,Compliant,60.0,343669.0,Worship Facility,233454.0,NORTHWEST,1.0,2.0,Worship Facility,27500,0,21.0,577123.125,48.20000076,0.0,1978,14.79
2707,NonResidential,Compliant,90.0,541943.0,Office,0.0,DOWNTOWN,1.0,2.0,Small- and Mid-Sized Office,36630,0,16.39999962,541943.3125,51.59999847,0.0,1930,3.78
2708,NonResidential,Compliant,,1095970.0,Office,1003417.0,DOWNTOWN,0.0,3.0,Small- and Mid-Sized Office,26830,0,78.19999695,2099386.75,167.5,0.0,1900,60.93
2709,NonResidential,Compliant,95.0,1103595.0,Office,0.0,DOWNTOWN,1.0,5.0,Small- and Mid-Sized Office,41920,0,26.29999924,1103594.75,82.69999695,0.0,1906,7.69
2710,NonResidential,Compliant,92.0,1186017.0,Office,351553.0,DOWNTOWN,1.0,5.0,Small- and Mid-Sized Office,36879,0,34.90000153,1537570.25,93.0,0.0,1905,26.94
2711,NonResidential,Compliant,,1069795.0,Other - Lodging/Residential,532160.0,DOWNTOWN,1.0,6.0,Other,29820,0,53.70000076,1601955.625,131.3999939,0.0,1904,35.72
2712,Multifamily HR (10+),Compliant,57.0,2849805.0,Multifamily Housing,1621223.0,DOWNTOWN,1.0,13.0,High-Rise Multifamily,90959,0,49.20000076,4471029.0,117.09999850000001,0.0,2007,105.97
2713,Multifamily HR (10+),Compliant,,3955526.0,Multifamily Housing,0.0,DOWNTOWN,1.0,11.0,High-Rise Multifamily,177364,0,54.29999924,8692328.0,113.1999969,4736800.5,1908,393.2
2714,Multifamily LR (1-4),Compliant,42.0,949920.0,Multifamily Housing,1130979.0,DOWNTOWN,1.0,4.0,Low-Rise Multifamily,25027,0,48.20000076,2080898.625,96.5,0.0,1905,66.69
2715,NonResidential,Compliant,70.0,1078536.0,Office,0.0,DOWNTOWN,0.0,2.0,Small- and Mid-Sized Office,33640,0,39.5,1078535.75,124.0,0.0,1905,7.52
2716,NonResidential,Compliant,18.0,1567041.0,Non-Refrigerated Warehouse,0.0,DOWNTOWN,1.0,4.0,Warehouse,43484,0,36.0,1567040.75,113.1999969,0.0,1906,10.92
2717,Multifamily MR (5-9),Compliant,,3672015.0,Multifamily Housing,7044376.0,DOWNTOWN,1.0,9.0,Mid-Rise Multifamily,142510,0,54.59999847,10716391.0,96.40000153,0.0,1910,399.73
2718,Multifamily HR (10+),Compliant,24.0,2749372.0,Multifamily Housing,1457738.0,DOWNTOWN,1.0,12.0,High-Rise Multifamily,74327,0,56.59999847,4207110.5,136.6999969,0.0,1979,96.59
2719,Multifamily LR (1-4),Compliant,98.0,215523.0,Multifamily Housing,1107516.0,DOWNTOWN,1.0,2.0,Low-Rise Multifamily,20304,0,65.19999695,1323038.75,90.59999847,0.0,1926,60.32
2720,NonResidential,Compliant,,981009.0,Office,0.0,DOWNTOWN,1.0,3.0,Mixed Use Property,22480,0,34.09999847,981009.125,107.0,0.0,1900,6.84
2721,NonResidential,Compliant,49.0,1827547.0,Hotel,3030034.0,DOWNTOWN,1.0,4.0,Hotel,33018,0,165.5,4857581.5,303.7999878,0.0,1925,173.67
2722,Multifamily LR (1-4),Compliant,48.0,1624030.0,Senior Care Community,1561078.0,DOWNTOWN,1.0,3.0,Senior Care Community,43380,0,73.40000153,3185108.0,155.3000031,0.0,1998,94.23
2723,NonResidential,Compliant,91.0,893799.0,Office,93265.0,DOWNTOWN,1.0,2.0,Small- and Mid-Sized Office,26510,0,32.0,987063.6875,94.30000305,0.0,1970,11.18
2724,Multifamily LR (1-4),Compliant,98.0,1585520.0,Multifamily Housing,48833.0,CENTRAL,3.0,4.0,Low-Rise Multifamily,72566,0,31.0,2249620.5,69.19999695,0.0,1961,13.65
2725,Multifamily LR (1-4),Compliant,34.0,942637.0,Multifamily Housing,0.0,CENTRAL,1.0,4.0,Low-Rise Multifamily,25966,0,36.29999924,942636.6875,114.0,0.0,1959,6.57
2726,Multifamily MR (5-9),Compliant,93.0,828021.0,Multifamily Housing,0.0,NORTH,1.0,5.0,Mid-Rise Multifamily,33456,0,41.29999924,828020.8125,129.6000061,0.0,1996,5.77
2727,Multifamily LR (1-4),Compliant,53.0,1842563.0,Multifamily Housing,0.0,EAST,1.0,4.0,Low-Rise Multifamily,63336,0,29.10000038,1842562.75,91.30000305,0.0,1966,12.85
2728,Multifamily LR (1-4),Compliant,78.0,1402046.0,Multifamily Housing,522310.0,CENTRAL,1.0,4.0,Low-Rise Multifamily,57278,5958,30.39999962,1924355.875,78.30000305,0.0,1998,37.51
2729,Multifamily LR (1-4),Compliant,79.0,1128635.0,Multifamily Housing,0.0,NORTH,1.0,3.0,Low-Rise Multifamily,44202,0,25.5,1128634.875,80.19999695,0.0,1982,7.87
2730,Multifamily MR (5-9),Compliant,22.0,1315485.0,Multifamily Housing,5464293.0,EAST,1.0,6.0,Mid-Rise Multifamily,80539,0,102.1999969,6779778.0,148.8000031,0.0,1961,299.38
2731,Multifamily LR (1-4),Compliant,84.0,484637.0,Multifamily Housing,1540896.0,EAST,1.0,3.0,Low-Rise Multifamily,45067,0,44.90000153,2025533.0,69.69999695,0.0,1959,85.22
2732,Multifamily LR (1-4),Error - Correct Default Data,79.0,634932.0,Multifamily Housing,0.0,LAKE UNION,1.0,3.0,Low-Rise Multifamily,21990,0,28.89999962,634931.625,90.69999695,0.0,1989,4.43
2733,Multifamily LR (1-4),Compliant,83.0,1730431.0,Multifamily Housing,0.0,MAGNOLIA / QUEEN ANNE,4.0,4.0,Low-Rise Multifamily,90372,0,22.10000038,1730431.0,69.5,0.0,1984,12.06
2734,Multifamily HR (10+),Compliant,77.0,1698381.0,Multifamily Housing,1405790.0,EAST,1.0,11.0,High-Rise Multifamily,67813,0,45.79999924,3104171.5,100.4000015,0.0,1962,86.5
2735,Multifamily LR (1-4),Compliant,53.0,699677.0,Multifamily Housing,339138.0,LAKE UNION,1.0,4.0,Low-Rise Multifamily,38270,0,36.59999847,1038815.188,89.80000305,0.0,1999,22.89
2736,Multifamily MR (5-9),Compliant,,3569158.0,Multifamily Housing,2391769.0,DOWNTOWN,1.0,6.0,Mid-Rise Multifamily,132150,0,94.40000153,5960927.5,217.1999969,0.0,1901,151.91
2737,NonResidential,Compliant,80.0,938199.0,Non-Refrigerated Warehouse,4216.0,LAKE UNION,1.0,1.0,Warehouse,40028,0,19.0,942415.1875,59.40000153,0.0,1938,6.76
2738,NonResidential,Compliant,23.0,2188051.0,Office,0.0,LAKE UNION,1.0,3.0,Small- and Mid-Sized Office,26282,18228,83.30000305,2188051.25,261.3999939,0.0,2007,15.25
2739,NonResidential,Compliant,90.0,313117.0,Worship Facility,353571.0,NORTH,1.0,1.0,Worship Facility,21624,0,30.79999924,666687.5,62.59999847,0.0,1954,20.96
2740,Multifamily MR (5-9),Compliant,95.0,1508878.0,Multifamily Housing,36641.0,NORTH,1.0,6.0,Mid-Rise Multifamily,81608,0,26.79999924,1545519.375,82.69999695,0.0,2002,12.46
2741,Multifamily LR (1-4),Compliant,,455799.0,Multifamily Housing,0.0,NORTHWEST,1.0,4.0,Low-Rise Multifamily,21841,0,20.29999924,455798.9063,63.79999924,0.0,1967,3.18
2742,SPS-District K-12,Error - Correct Default Data,83.0,894324.0,K-12 School,1251280.0,NORTHWEST,1.0,1.0,K-12 School,42239,0,44.0,2145603.5,84.5,0.0,1970,72.69
2743,Multifamily LR (1-4),Compliant,,895311.0,Multifamily Housing,0.0,Northwest,1.0,4.0,Low-Rise Multifamily,21880,0,40.90000153,895310.5,128.5,0.0,1968,6.24
2744,SPS-District K-12,Error - Correct Default Data,89.0,960186.0,K-12 School,442909.0,Northwest,1.0,3.0,K-12 School,51360,0,27.5,1403094.75,68.19999695,0.0,1925,30.22
2745,Multifamily LR (1-4),Compliant,96.0,598858.0,Multifamily Housing,0.0,CENTRAL,1.0,2.0,Low-Rise Multifamily,24621,0,24.29999924,598857.8125,76.40000153,0.0,1967,4.17
2746,Multifamily MR (5-9),Compliant,16.0,3139197.0,Multifamily Housing,1347280.0,DOWNTOWN,1.0,8.0,Mid-Rise Multifamily,75477,0,59.40000153,4486477.0,149.3000031,0.0,1979,93.44
2747,NonResidential,Compliant,,1069041.0,Office,470135.0,DOWNTOWN,0.0,3.0,Small- and Mid-Sized Office,21600,0,71.30000305,1539176.625,178.3000031,0.0,1993,32.42
2748,NonResidential,Compliant,,410059.0,Multifamily Housing,337398.0,DOWNTOWN,1.0,3.0,Mixed Use Property,20620,0,36.20000076,747456.875,79.59999847,0.0,1909,20.78
2749,Multifamily LR (1-4),Compliant,6.0,1319573.0,Multifamily Housing,0.0,DOWNTOWN,1.0,4.0,Low-Rise Multifamily,36000,0,36.70000076,1319572.875,115.09999850000001,0.0,1910,9.2
2750,Multifamily MR (5-9),Compliant,99.0,1454346.0,Multifamily Housing,729991.0,DOWNTOWN,1.0,6.0,Mid-Rise Multifamily,35170,12437,53.29999924,2184336.75,130.1000061,0.0,1910,48.91
2751,NonResidential,Compliant,99.0,227435.0,Hotel,972746.0,DOWNTOWN,1.0,5.0,Hotel,40552,0,29.60000038,1200180.875,42.79999924,0.0,1910,53.25
2752,Multifamily MR (5-9),Compliant,,849497.0,Multifamily Housing,2927271.0,DOWNTOWN,1.0,6.0,Mid-Rise Multifamily,34848,0,90.90000153,3776768.25,138.1999969,0.0,1914,161.39
2753,Multifamily LR (1-4),Compliant,,652342.0,Multifamily Housing,0.0,DOWNTOWN,1.0,3.0,Low-Rise Multifamily,27494,0,23.70000076,652342.5,74.5,0.0,1910,4.55
2754,Multifamily LR (1-4),Compliant,62.0,842511.0,Multifamily Housing,0.0,DOWNTOWN,1.0,4.0,Low-Rise Multifamily,23200,0,36.29999924,842511.0,114.0,0.0,1910,5.87
2755,Multifamily MR (5-9),Compliant,85.0,2143104.0,Multifamily Housing,604068.0,DOWNTOWN,1.0,5.0,Mid-Rise Multifamily,97737,0,28.10000038,2747172.75,75.30000305,0.0,1991,47.02
2756,Multifamily HR (10+),Compliant,40.0,2658056.0,Multifamily Housing,976569.0,DOWNTOWN,1.0,12.0,High-Rise Multifamily,76094,0,48.09999847,3634625.75,124.0,0.0,1973,70.4
2757,Multifamily LR (1-4),Compliant,76.0,851651.0,Multifamily Housing,0.0,DOWNTOWN,1.0,3.0,Low-Rise Multifamily,27600,0,45.29999924,851651.1875,142.3000031,0.0,1903,5.94
2758,Multifamily MR (5-9),Compliant,100.0,2316332.0,Senior Care Community,2444402.0,DOWNTOWN,1.0,7.0,Senior Care Community,134974,0,44.40000153,4760734.0,91.69999695,0.0,2005,145.97
2759,NonResidential,Compliant,,1439572.0,Office,0.0,DOWNTOWN,1.0,3.0,Small- and Mid-Sized Office,31432,0,45.79999924,1439572.375,143.8000031,0.0,1909,10.04
2760,Multifamily MR (5-9),Compliant,,1102237.0,Multifamily Housing,2526765.0,DOWNTOWN,1.0,5.0,Mid-Rise Multifamily,67590,0,46.29999924,3629002.5,78.09999847,0.0,2005,141.88
2761,NonResidential,Compliant,100.0,90201.0,Retail Store,114794.0,DOWNTOWN,1.0,2.0,Retail Store,24550,0,39.79999924,977230.3125,16.39999962,0.0,1917,6.73
2762,Multifamily LR (1-4),Compliant,,396686.0,Multifamily Housing,446581.0,DOWNTOWN,1.0,3.0,Low-Rise Multifamily,24171,0,39.0,843267.0,79.40000153,0.0,1916,26.48
2763,Multifamily LR (1-4),Non-Compliant,,1756636.0,Multifamily Housing,5124769.0,DOWNTOWN,1.0,4.0,Low-Rise Multifamily,46560,0,133.5,6881405.5,211.3000031,0.0,1920,284.42
2764,Multifamily LR (1-4),Compliant,94.0,687429.0,Multifamily Housing,335899.0,DOWNTOWN,1.0,4.0,Low-Rise Multifamily,34560,0,29.29999924,1023327.875,71.90000153,0.0,1909,22.63
2765,Multifamily LR (1-4),Compliant,71.0,1048814.0,Multifamily Housing,0.0,BALLARD,1.0,3.0,Low-Rise Multifamily,57770,0,30.70000076,1048813.75,96.30000305,0.0,1980,7.31
2766,Multifamily LR (1-4),Compliant,90.0,454492.0,Multifamily Housing,155430.0,LAKE UNION,2.0,4.0,Low-Rise Multifamily,23341,0,26.10000038,609921.6875,68.09999847,0.0,1989,11.42
2767,SPS-District K-12,Error - Correct Default Data,80.0,1688937.0,K-12 School,677992.0,LAKE UNION,1.0,2.0,K-12 School,61052,0,38.79999924,2366929.5,98.5,0.0,2000,47.78
2768,Multifamily LR (1-4),Compliant,41.0,2125323.0,Multifamily Housing,0.0,NORTHEAST,1.0,2.0,Low-Rise Multifamily,65042,0,32.70000076,2125323.5,102.5999985,0.0,1949,14.82
2769,Multifamily MR (5-9),Compliant,97.0,2073022.0,Multifamily Housing,920588.0,NORTHEAST,1.0,8.0,Mid-Rise Multifamily,143960,0,30.10000038,2993610.0,75.09999847,0.0,1968,63.34
2770,NonResidential,Compliant,,433559.0,Social/Meeting Hall,594718.0,CENTRAL,1.0,3.0,Other,25864,0,47.20000076,1028277.313,91.19999695,0.0,1908,34.61
2771,Multifamily LR (1-4),Compliant,,471113.0,Multifamily Housing,0.0,NORTHEAST,1.0,3.0,Low-Rise Multifamily,20004,0,30.70000076,471113.3125,96.40000153,0.0,1972,3.28
2772,Multifamily LR (1-4),Compliant,98.0,608200.0,Multifamily Housing,0.0,NORTHEAST,1.0,3.0,Low-Rise Multifamily,36300,0,16.79999924,608199.8125,52.59999847,0.0,1979,4.24
2773,Multifamily LR (1-4),Compliant,,375554.0,College/University,1140862.0,NORTHEAST,1.0,3.0,University,20008,0,75.80000305,1516415.75,118.8000031,0.0,1956,63.21
2774,NonResidential,Compliant,,464268.0,Other - Lodging/Residential,743236.0,NORTHEAST,1.0,3.0,Other,20686,0,58.40000153,1207504.0,108.1999969,0.0,1924,42.71
2775,NonResidential,Compliant,82.0,637685.0,Residence Hall/Dormitory,0.0,NORTHEAST,1.0,3.0,Residence Hall,22124,0,28.79999924,637685.0,90.5,0.0,1929,4.45
2776,Multifamily LR (1-4),Compliant,95.0,1079505.0,Multifamily Housing,0.0,NORTHEAST,1.0,4.0,Low-Rise Multifamily,34795,0,29.89999962,1079505.0,93.90000153,0.0,1988,7.53
2777,Multifamily LR (1-4),Compliant,,492807.0,Multifamily Housing,0.0,NORTHEAST,1.0,3.0,Low-Rise Multifamily,23800,0,37.29999924,492807.6875,117.1999969,0.0,1999,3.44
2778,NonResidential,Compliant,82.0,406046.0,Residence Hall/Dormitory,1188459.0,NORTHEAST,1.0,3.0,Residence Hall,27487,0,58.0,1594504.875,91.80000305,0.0,1926,65.95
2779,NonResidential,Compliant,55.0,743927.0,Residence Hall/Dormitory,912493.0,NORTHEAST,1.0,4.0,Residence Hall,23616,0,70.09999847,1656420.25,139.5,0.0,1926,53.65
2780,Multifamily LR (1-4),Compliant,52.0,342094.0,Multifamily Housing,867339.0,NORTHEAST,1.0,3.0,Low-Rise Multifamily,20629,0,58.59999847,1209433.5,96.19999695,0.0,1928,48.45
